COD_ETU;Note : TLMP3104;Résultat : TLMP3104;Session : TLMP3104;Année : TLMP3104;Note : TLMP3204;Résultat : TLMP3204;Session : TLMP3204;Année : TLMP3204;Note : TLMP3304;Résultat : TLMP3304;Session : TLMP3304;Année : TLMP3304;Note : TLMP3404;Résultat : TLMP3404;Session : TLMP3404;Année : TLMP3404;Note : TLMP3504;Résultat : TLMP3504;Session : TLMP3504;Année : TLMP3504;Note : TLMP3604;Résultat : TLMP3604;Session : TLMP3604;Année : TLMP3604;Note : TLMP3004;Résultat : TLMP3004;Session : TLMP3004;Année : TLMP3004;Note : TLMP4104;Résultat : TLMP4104;Session : TLMP4104;Année : TLMP4104;Note : TLMP4204;Résultat : TLMP4204;Session : TLMP4204;Année : TLMP4204;Note : TLMP4304;Résultat : TLMP4304;Session : TLMP4304;Année : TLMP4304;Note : TLMP4404;Résultat : TLMP4404;Session : TLMP4404;Année : TLMP4404;Note : TLMP4504;Résultat : TLMP4504;Session : TLMP4504;Année : TLMP4504;Note : TLMP4604;Résultat : TLMP4604;Session : TLMP4604;Année : TLMP4604;Note : TLMP4004;Résultat : TLMP4004;Session : TLMP4004;Année : TLMP4004
9004189;;;;;;;;;;;;;10;V;2;2014;;;;;12.75;V;1;2014;;;1;2014;;;;;;;1;2014;;;;;;;;;5.55;NV;2;2014;;;;;;;1;2014
10006514;0;NRA;1;2014;;;1;2014;0;NRA;1;2014;10;V;2;2013;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014
10008966;;;;;10;V;2;2014;3.9;NRA;1;2014;11;V;1;2013;;;;;13.25;V;1;2014;;;1;2014;2.8;NRA;1;2014;10;V;2;2014;3.1;NRA;1;2014;;;;;7.65;NV;2;2014;;;;;;;1;2014
10009551;0;NRA;1;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;;;1;2014
10009715;0;NRA;1;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;;;1;2014
10009883;10.65;V;1;2014;7.5;AC;2;2014;8;AC;2;2014;15 125;V;1;2014;10.16;V;1;2013;10.75;V;1;2014;10 364;V;2;2014;7;AC;2;2014;10;V;1;2014;8;AC;2;2014;15;V;1;2014;10;V;2;2013;10;V;2;2013;10;V;2;2014
10009927;;;;;10.25;V;1;2013;0;NRA;1;2014;10;V;2;2013;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;;;;;1;2014;.8;NRA;1;2014;;;1;2014;3.6;NRA;1;2014;;;;;;;1;2014
10048519;10;V;2;2014;11.5;V;1;2014;7;AC;2;2014;10;V;2;2013;14.13;V;1;2013;8.4;AC;2;2014;10 172;V;2;2014;10;V;2;2014;10;V;1;2014;7;AC;2;2014;7;AC;2;2014;13.05;V;1;2014;10;V;2;2014;9 508;AC;2;2014
11010123;10 736;RAT;1;2014;10;V;2;2014;4;NRA;1;2014;10.3;V;1;2013;8.5;NV;2;2014;12;V;1;2014;9 256;NV;2;2014;2.95;NRA;1;2014;10;V;2;2014;;;;;10.75;V;1;2014;11.2;V;1;2014;;;;;;;1;2014
11010608;;;;;;;;;;;;;10;V;1;2012;;;;;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;;;;;;;;;;;1;2014;;;;;;;1;2014
11010987;10;V;2;2014;15;V;1;2014;8.2;AC;2;2014;9;AC;2;2014;10;V;1;2013;11.75;V;1;2014;10 658;V;2;2014;;;;;10;V;2;2014;;;;;10;V;2;2014;13 425;V;1;2014;11;V;1;2014;;;1;2014
11011128;10;V;1;2014;8;NV;2;2014;4.1;NRA;1;2014;10;V;2;2013;6.6;NV;2;2014;10.75;V;1;2014;8 242;NV;2;2014;3.25;NRA;1;2014;10;V;2;2014;;;;;7.5;NV;2;2014;7.15;NV;2;2014;;;;;;;1;2014
11012350;3.1;NRA;1;2014;1.5;NRA;1;2014;2.6;NRA;1;2014;12.5;V;1;2013;10;V;2;2013;8.5;NV;2;2014;6 367;NV;2;2014;;;;;;;1;2014;;;;;;;1;2014;;;1;2014;;;1;2014;;;1;2014
11012739;10.9;V;1;2014;8;NV;2;2014;7;NV;2;2014;10.5;V;1;2013;8.1;AC;2;2013;13.5;V;1;2014;9 667;;2;2014;7;NV;2;2014;10;V;2;2014;3.2;NRA;1;2014;7 625;NV;2;2014;11.65;V;1;2014;6.45;NV;2;2014;7 654;NV;2;2014
11013552;;;;;5;NV;2;2014;.4;NRA;1;2014;10;V;2;2013;;;;;12;V;1;2014;;;1;2014;;;1;2014;;;1;2014;.4;NRA;1;2014;4.75;NRA;1;2014;;;1;2014;;;;;;;1;2014
11013716;10;V;2;2014;13.25;V;1;2014;10;V;2;2014;10;V;2;2013;10;V;1;2011;11;V;1;2014;10 708;V;2;2014;5 025;NV;2;2014;10;V;2;2014;6;NV;2;2014;10;V;2;2014;7;NV;2;2014;10;V;2;2014;8 004;NV;2;2014
11013749;10;V;2;2014;10;V;2;2014;8.3;AC;2;2014;10;V;1;2013;13.6;V;1;2012;14;V;1;2014;10 983;V;2;2014;10;V;2;2014;11;V;1;2014;10;V;2;2014;10;V;2;2014;15 075;V;1;2014;13.8;V;1;2014;11 646;V;2;2014
11013765;0;NRA;1;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;;;;;;;1;2014;;;1;2014;;;;;;;1;2014
11013788;;;;;;;;;;;;;10.75;V;1;2013;10.01;;1;2014;14.5;V;1;2014;;;1;2014;;;;;;;1;2014;;;;;12;V;1;2014;3.3;NRA;1;2014;;;;;;;1;2014
11013800;7;NV;2;2014;4;NRA;1;2014;3;NRA;1;2014;6.25;NV;2;2014;10;V;1;2012;14;V;1;2014;7 375;NV;2;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014
11013929;;;1;2014;2;NRA;1;2014;.4;NRA;1;2014;10;V;2;2013;9.4;AC;1;2013;8.5;NV;2;2014;;;1;2014;2 525;NRA;1;2014;2;NRA;1;2014;2.9;NRA;1;2014;;;1;2014;10 975;V;1;2014;8.4;NV;2;2014;;;1;2014
11013944;11.1;V;1;2014;7;NV;2;2014;4.1;NRA;1;2014;10;V;2;2013;8.9;AC;1;2012;10;V;1;2014;8 517;NV;2;2014;5 525;NV;2;2014;4;NRA;1;2014;4;NRA;1;2014;8.25;NV;2;2014;5.9;NV;2;2014;10;V;1;2014;6 279;NV;2;2014
11013957;;;;;;;;;;;;;0;NRA;1;2014;;;;;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;;;;;;;;;;;1;2014;;;1;2014;;;1;2014
11013963;10.5;V;1;2014;10;V;1;2014;7;AC;2;2014;12.7;V;1;2012;7.13;AC;2;2014;13;V;1;2014;10 055;V;2;2014;;;;;;;1;2014;7;NV;2;2014;10;V;2;2014;5.01;NV;2;2014;;;;;;;1;2014
11014050;3.1;NRA;1;2014;;;1;2014;1;NRA;1;2014;10.5;V;1;2013;7.63;AC;1;2012;5.5;NV;2;2014;;;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;;;1;2014
11014112;;;;;;;;;;;;;8.5;NV;2;2014;;;;;14.25;V;1;2014;;;1;2014;;;;;;;1;2014;;;;;;;;;3 675;NRA;1;2014;4;NRA;1;2014;;;1;2014
11015183;11 225;V;1;2013;11;V;1;2013;;;;;13.5;V;1;2013;10;V;1;2011;;;;;11 606;V;1;2013;7;AC;2;2014;12;V;1;2014;10;V;2;2014;12 875;V;1;2014;10.7;V;1;2013;10.7;V;1;2013;10 546;V;2;2014
11015203;10;V;2;2014;2;NRA;1;2014;.6;NRA;1;2014;12.5;V;1;2014;10;V;2;2013;10;V;2;2014;7 517;NV;2;2014;1.45;NRA;1;2014;3;NRA;1;2014;;;1;2014;;;;;7.75;NV;2;2014;9.1;NV;2;2014;;;1;2014
11015208;10;V;2;2014;3;NRA;1;2014;6.4;NV;2;2014;10;V;1;2013;12.27;V;1;2014;13.25;V;1;2014;9 153;;2;2014;2.45;NRA;1;2014;10;V;2;2014;3.4;NRA;1;2014;13.75;V;1;2014;15;V;1;2014;10;V;2;2014;9.1;NV;2;2014
11015302;1.6;NRA;1;2014;;;1;2014;1.6;NRA;1;2014;0;NRA;1;2014;1.8;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;;;;;;;1;2014;;;;;;;;;;;1;2014
11015429;10.7;V;1;2014;9.25;AC;2;2014;8.5;AC;2;2014;12.15;V;1;2013;13.22;V;1;2013;10;V;1;2014;10 637;V;2;2014;7.15;AC;2;2014;10;V;2;2014;8.2;AC;2;2014;11.5;V;1;2014;14;V;1;2013;14;V;1;2013;10 808;V;2;2014
11015451;0;NRA;1;2014;7;NV;2;2014;4.4;NRA;1;2014;7.13;AC;2;2013;8.36;AC;1;2011;14;V;1;2014;6 815;NV;2;2014;;;1;2014;;;1;2014;1.4;NRA;1;2014;;;1;2014;;;1;2014;3.4;NRA;1;2014;;;1;2014
12005183;10.1;V;1;2014;11;V;1;2014;7.5;AC;2;2014;10.75;V;1;2013;13.08;V;1;2013;14.5;V;1;2014;11 155;V;2;2014;10;V;2;2014;10;V;2;2014;7.1;AC;2;2014;13.5;V;1;2014;10;V;1;2013;10;V;1;2013;10.1;V;2;2014
12005753;0;NRA;1;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;10.53;V;1;2012;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;;;;;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014
12005917;7;NV;2;2014;5;NV;2;2014;10.05;V;1;2014;6.25;NV;2;2014;10;V;2;2013;13;V;1;2014;8.55;NV;2;2014;;;;;;;1;2014;;;;;9;NV;2;2014;15;V;1;2014;8.5;NV;2;2014;;;1;2014
12006038;;;;;;;;;;;;;10;V;1;2014;;;;;10 875;V;1;2014;;;1;2014;8.2;NV;2;2014;10;V;2;2014;;;;;;;;;11.84;V;1;2014;10;V;1;2014;;;1;2014
12006134;;;;;;;1;2014;6;NV;2;2014;;;;;;;;;10.5;V;1;2014;;;1;2014;;;;;;;1;2014;;;;;8.5;NV;2;2014;10;V;2;2014;2.25;NRA;1;2014;;;1;2014
12006151;;;;;4.5;NRA;1;2014;;;;;;;;;10;V;2;2013;12.5;V;1;2014;;;1;2014;;;;;;;1;2014;4;NRA;1;2014;;;;;17.45;V;1;2014;11.5;V;1;2014;;;1;2014
12006272;14.4;V;1;2014;10.5;V;1;2014;8.7;AC;2;2014;10 875;V;1;2014;11.3;V;1;2013;10;V;2;2014;10 963;V;2;2014;10 625;V;1;2014;13;V;1;2014;12.2;V;1;2014;14;V;1;2014;18.6;V;1;2014;15.7;V;1;2014;14 021;V;1;2014
12006295;14.3;V;1;2014;15;V;1;2014;8.8;AC;2;2014;13.25;V;1;2014;12.7;V;1;2013;13;V;1;2014;12 842;V;2;2014;12.75;V;1;2014;12;V;1;2014;10;V;2;2014;10.75;V;1;2014;18.75;V;1;2014;16;V;1;2014;13 375;V;2;2014
12006310;10;V;2;2014;10;V;1;2014;10.05;V;1;2014;13;V;1;2014;10.4;V;1;2013;11 375;V;1;2014;10 804;V;2;2014;10;V;2;2014;12;V;1;2014;;;;;10 125;V;1;2014;10;V;2;2014;13.5;V;1;2014;;;1;2014
12006434;11.2;V;1;2014;10;V;2;2014;7.2;AC;2;2014;10;V;2;2013;10.2;V;1;2012;16.25;V;1;2014;10 808;V;2;2014;12.25;V;1;2014;10;V;2;2014;9.1;AC;2;2014;10;V;2;2014;10;V;2;2013;10;V;2;2013;10 225;V;2;2014
12006438;;;;;7;NV;2;2014;7.6;NV;2;2014;;;;;;;;;10.75;V;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;1.4;NRA;1;2014;;;1;2014
12006605;8;AC;2;2014;13.5;V;1;2014;7;AC;2;2014;13.75;V;1;2014;11.3;V;1;2013;11;V;1;2014;10 758;V;2;2014;5.9;NV;2;2014;10;V;1;2014;;;;;10;V;2;2014;;;1;2014;10;V;2;2014;;;1;2014
12006625;10;V;2;2014;10;V;2;2014;7;AC;2;2014;10;V;2;2014;11;V;1;2013;13.5;V;1;2014;10.25;V;2;2014;4.4;NRA;1;2014;10;V;2;2014;3.6;NRA;1;2014;12;V;1;2014;7 825;NV;2;2014;8.3;NV;2;2014;7 688;NV;2;2014
12006656;13;V;1;2014;15;V;1;2014;10;V;2;2014;13.75;V;1;2014;10;V;2;2013;10.5;V;1;2014;12 042;V;2;2014;9;AC;2;2014;10;V;2;2014;10;V;2;2014;12.25;V;1;2014;16.05;V;1;2014;14.2;V;1;2014;11 917;V;2;2014
12007186;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2014;1.8;NRA;1;2014;3;NRA;1;2014;;;;;;;;;3.55;NRA;1;2014;.35;NRA;1;2014;;;1;2014
12009725;0;NRA;1;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;;;1;2014
12009985;15.9;V;1;2014;13;V;1;2014;10;V;1;2014;14;V;1;2014;7;AC;1;2012;16.25;V;1;2014;12 692;V;2;2014;;;1;2014;13;V;1;2014;10.4;V;1;2014;13.5;V;1;2014;19.05;V;1;2014;14.7;V;1;2014;;;1;2014
12010322;10.6;V;1;2014;10;V;2;2014;10;V;1;2014;10;V;2;2014;12;V;1;2014;15.25;V;1;2014;11 308;V;2;2014;9;AC;2;2014;10;V;2;2014;11.4;V;1;2014;11;V;1;2014;10.9;V;2;2014;16.6;V;1;2014;11 483;V;2;2014
12010473;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2014;;;;;;;1;2014;;;;;;;;;;;1;2014;;;;;;;1;2014
12010798;0;NRA;1;2014;;;1;2014;0;NRA;1;2014;10.25;V;1;2013;12.93;V;1;2012;0;NRA;1;2014;;;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014;10;V;2;2013;10;V;2;2013;;;1;2014
12010815;10;V;2;2014;14;V;1;2014;7;AC;2;2014;10;V;2;2013;10;;1;2014;15.25;V;1;2014;11 042;V;2;2014;2 475;NRA;1;2014;10;V;2;2014;3.4;NRA;1;2014;11.5;V;1;2014;13.75;V;1;2014;4.6;NRA;1;2014;7 621;NV;2;2014
12010826;7;AC;2;2014;10;V;2;2014;8;AC;2;2014;10 875;V;1;2013;11.8;V;1;2012;14.75;V;1;2014;10 404;V;2;2014;3.2;NRA;1;2014;10;V;1;2014;4;NRA;1;2014;11.25;V;1;2014;15;V;1;2014;11.9;V;1;2014;9 225;NV;2;2014
12010834;10.6;V;1;2014;7;NV;2;2014;7;NV;2;2014;10 407;V;1;2013;10.98;V;1;2013;14 125;V;1;2014;10 019;V;2;2014;3 875;NRA;1;2014;10;V;2;2014;4;NRA;1;2014;10;V;2;2014;10;V;2;2014;10;V;2;2014;7 979;NV;2;2014
12010844;10;V;2;2014;7;AC;2;2014;7;AC;2;2014;10;V;2;2013;10;V;1;2012;15 875;V;1;2014;9 979;AC;2;2014;10;V;2;2014;10;V;2;2014;10;V;2;2014;10;V;2;2014;10.8;V;1;2014;9.2;AC;2;2014;10;V;2;2014
12010858;11.8;V;1;2014;10;V;1;2014;7;AC;2;2014;14 375;V;1;2013;10;V;1;2012;16.25;V;1;2014;11 571;V;2;2014;10;V;2;2014;10;V;2;2014;8;AC;2;2014;12.75;V;1;2014;15.6;V;1;2014;15.8;V;1;2014;12 025;V;2;2014
12010861;12.4;V;1;2014;7;AC;2;2014;10.1;V;1;2014;10;V;1;2014;11.6;V;1;2012;11.5;V;1;2014;10 433;V;2;2014;;;1;2014;1;NRA;1;2014;.4;NRA;1;2014;2.75;NRA;1;2014;;;1;2014;4.4;NRA;1;2014;;;1;2014
12010881;2.6;NRA;1;2014;3.75;NRA;1;2014;7.3;NV;2;2014;10 125;V;1;2013;10;V;1;2012;13.75;V;1;2014;7 921;NV;2;2014;;;1;2014;;;1;2014;.4;NRA;1;2014;5;NV;2;2014;4.2;NRA;1;2014;;;1;2014;;;1;2014
12010886;13.8;V;1;2014;10.5;V;1;2014;10.8;V;1;2014;7.25;AC;2;2014;15.39;V;1;2014;10.5;V;1;2014;11 373;V;2;2014;10.15;V;1;2014;14;V;1;2014;10.1;V;1;2014;7;NV;2;2014;12 175;V;1;2014;17.7;V;1;2014;11 854;V;2;2014
12010914;10;V;2;2013;7;AC;2;2014;7.5;AC;2;2014;12 075;V;1;2013;11.12;V;1;2013;15.25;V;1;2014;10 491;V;2;2014;1.3;NRA;1;2014;10;V;2;2014;3.7;NRA;1;2014;10;V;2;2014;11 475;V;1;2014;10;V;1;2014;7 746;NV;2;2014
12010929;9;AC;2;2014;10;V;2;2013;10;V;2;2014;10.85;V;1;2013;11.27;V;1;2012;15.25;V;1;2014;11 062;V;2;2014;;;1;2014;10;V;2;2014;7.8;NV;2;2014;12.75;V;1;2014;13 625;V;1;2014;10.9;V;1;2014;;;1;2014
12010946;12.8;V;1;2014;10;V;2;2014;7.6;AC;2;2014;10;V;1;2013;10;V;1;2012;13.5;V;1;2014;10.65;V;2;2014;10;V;2;2014;11;V;1;2014;10.2;V;1;2014;9;AC;2;2014;12 325;V;1;2014;10.8;V;1;2014;10 554;V;2;2014
12010949;7;AC;2;2014;7;AC;2;2014;8.5;AC;2;2014;12.5;V;1;2014;10;V;1;2012;15;V;1;2014;10;V;2;2014;9;AC;2;2014;11;V;1;2014;10.9;V;1;2014;11.75;V;1;2014;7;AC;2;2014;10.6;V;1;2014;10 042;V;2;2014
12010951;15;V;1;2014;11;V;1;2014;7;AC;2;2014;11;V;1;2013;11.33;V;1;2012;10;V;2;2014;10 888;V;2;2014;;;1;2014;10;V;2;2014;3.8;NRA;1;2014;;;1;2014;18.5;V;2;2014;15.6;V;2;2014;;;1;2014
12010961;11.3;V;1;2014;4;NRA;1;2014;1.3;NRA;1;2014;10.25;V;1;2014;10.3;V;1;2012;12.25;V;1;2014;8 233;NV;2;2014;;;;;;;1;2014;;;;;10.25;V;1;2014;14.9;V;1;2014;11.1;V;1;2014;;;1;2014
12010963;0;NRA;1;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;0;NRA;1;2014;;;1;2014;;;1;2014;0;NRA;1;2014;;;1;2014
12010968;;;;;;;;;;;;;;;;;;;;;0;NRA;1;2014;;;1;2014;;;;;;;1;2014;;;;;;;;;;;;;;;;;;;1;2014
12010972;15.9;V;1;2014;10;V;1;2014;10;V;2;2014;10.3;V;1;2013;10.64;V;1;2012;13;V;1;2014;11.64;V;2;2014;9;AC;2;2014;8;AC;2;2014;10.4;V;1;2014;12.25;V;1;2014;18.6;V;1;2014;18.6;V;1;2014;12 808;V;2;2014
12010980;11.7;V;1;2014;10;V;1;2014;8.3;AC;2;2014;10.3;V;1;2013;14.44;V;1;2012;14.25;V;1;2014;11 498;V;2;2014;11.55;V;1;2014;10;V;2;2014;7.5;AC;2;2014;11.75;V;1;2014;10.1;V;1;2013;10.1;V;1;2013;10 167;V;2;2014
12010983;13.9;V;1;2014;11.75;V;1;2014;8;AC;2;2014;11;V;1;2013;11.6;V;1;2012;16.25;V;1;2014;12 083;V;2;2014;8;AC;2;2014;10;V;2;2014;8;AC;2;2014;10.25;V;1;2014;13 425;V;1;2014;13.4;V;1;2014;10 513;V;2;2014
12011082;10;V;1;2014;11;V;1;2014;10;V;1;2014;14 375;V;1;2013;10.75;V;1;2013;14.75;V;1;2014;11 813;V;1;2014;8;AC;2;2014;10;V;1;2014;10.6;V;1;2014;12.25;V;1;2014;10.6;V;1;2013;10.6;V;1;2013;10 342;V;2;2014
12011117;10;V;2;2014;9;AC;2;2014;10.8;V;1;2014;10;V;2;2013;13.17;V;1;2013;11 625;V;1;2014;10 766;V;2;2014;;;1;2014;10;V;1;2014;6.6;NV;2;2014;10;V;2;2014;3.5;NRA;1;2014;12.45;V;1;2014;;;1;2014
12011119;;;;;;;;;;;;;0;NRA;1;2014;;;;;0;NRA;1;2014;;;1;2014;;;;;;;1;2014;;;;;;;;;;;1;2014;;;1;2014;;;1;2014
12011124;;;;;15;V;1;2014;10.3;V;1;2014;;;;;;;;;;;;;;;1;2014;9;NV;2;2014;10;V;2;2014;7.5;NV;2;2014;10;V;2;2014;11.85;V;1;2014;7.9;NV;2;2014;9 375;NV;2;2014
12011126;10;V;2;2014;17.5;V;1;2014;7.3;AC;2;2014;10;V;2;2013;12.86;V;1;2013;10;V;2;2014;11 277;V;2;2014;3.7;NRA;1;2014;7;NV;2;2014;4.6;NRA;1;2014;8 125;NV;2;2014;7.25;NV;2;2014;8;NV;2;2014;6 446;NV;2;2014
12011139;10.3;V;1;2014;9;AC;2;2014;8.2;AC;2;2014;11.25;V;1;2014;11.76;V;1;2013;13.5;V;1;2014;10 668;V;2;2014;10;V;2;2014;10;V;2;2014;7.5;AC;2;2014;10 125;V;1;2014;16 875;V;1;2014;12.2;V;1;2014;11 117;V;2;2014
12011141;11;V;1;2014;9.5;AC;2;2014;8.3;AC;2;2014;11.05;V;1;2013;10.04;V;1;2012;14.5;V;1;2014;10 732;V;2;2014;7;AC;2;2014;10;V;2;2014;8.9;AC;2;2014;10;V;2;2014;14.2;V;1;2014;12.4;V;1;2014;10 417;V;2;2014
